#TYPE Microsoft.Powershell.Utility.FileHash
"Algorithm","Hash","Path"
"SHA1","B6BAFCFF6C9B11F2096693A00900027BC69E0C02","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\BO6\SD_ZKBO6.VH"
"SHA1","1A4ACF5ABD4B1941A1C4FABF6693E1E11570F8E1","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\BO7\BO7.BIN"
"SHA1","98DBE2F21C3CF4762A7ECF01EEF0DE614C2E3B4F","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\BO7\F_BO7.BIN"
"SHA1","9195928A79C0EA0BC0786B6EDA5819FE80C8A807","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\BO7\SD_ZKBO7.VB"
"SHA1","82A9DC800C662DFF36DC90323A1F694009E3F779","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\BO7\SD_ZKBO7.VH"
"SHA1","898BC0FC322F960E20C909073606BAA85AE8175E","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\MAR\F_MAR.BIN"
"SHA1","8B063A907243E3731ED10BBCAB73F90C16A2C17F","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\MAR\MAR.BIN"
"SHA1","40DAAEC81B1FF252195838A9542E2C4AB51CC04D","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\MAR\SD_ZKMAR.VB"
"SHA1","E6D4BB8E510C65A7E17A1A107698804B72547D58","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\MAR\SD_ZKMAR.VH"
"SHA1","99C55A487EC3C2AE4240F3C731FC6D2717579F73","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO0\F_RBO0.BIN"
"SHA1","4C1D349D1B974AC6943E4AEE993A4D3BBDF67F73","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO0\RBO0.BIN"
"SHA1","EB15E5DF9DC198BFBD8451EC2DAFF792FBCE8B96","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO0\SD_ZRBO0.VB"
"SHA1","294A1F8835BE833A809EB36FDEEE26CB93F1BD31","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO0\SD_ZRBO0.VH"
"SHA1","1959D08134E95ABBB81F35DBDFFEB34D3205A0CB","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO1\F_RBO1.BIN"
"SHA1","9AB54437A020E3D8AF6CC7E0C699A21C9DCC4404","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO1\RBO1.BIN"
"SHA1","C5445F0820DB80CF093A755B5F33BF1B1D31B53C","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO1\SD_ZRBO1.VB"
"SHA1","ADEDA9B697F141D672D7D0AD4A8E2BFA67D918C7","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO1\SD_ZRBO1.VH"
"SHA1","0291E77A29835683731722C38A7D3223C823637D","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO2\F_RBO2.BIN"
"SHA1","48EB8FA461DDFCA7E9FF7423091ADEA6F2021DA3","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO2\RBO2.BIN"
"SHA1","AFCA4D2317898E6D792ADF53D1CE517C84E7C4F6","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO2\SD_ZRBO2.VB"
"SHA1","35EEC1D20290C081C6014C523B6A8F376DD985EC","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO2\SD_ZRBO2.VH"
"SHA1","C721A1D2BC6BDD9901801E792D23B5996D940B97","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO3\F_RBO3.BIN"
"SHA1","A824CFF6D26A05BECF5C7F092F255FF669C9C650","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO3\RBO3.BIN"
"SHA1","DED35DF2061D8AFAF5598DAEBA33DBD99160D04D","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO3\SD_ZRBO3.VB"
"SHA1","23A8C7E4AA0A5343597B43C7F6EC0CEE399861FC","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO3\SD_ZRBO3.VH"
"SHA1","04F0427ADEA4B2C7EBD46A7DEC2321D810CC15F2","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO4\F_RBO4.BIN"
"SHA1","39F999E26CEF7C77F677B5EEBED06E1272A1F395","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO4\RBO4.BIN"
"SHA1","926740FEE5316A94A79481813F4C2FFC0D0250D2","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO4\SD_ZRBO4.VB"
"SHA1","1A2CC955F4A0F0F375A38BAF9B67DD6C6DBE7C74","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO4\SD_ZRBO4.VH"
"SHA1","5D93B02A50401A98C3161BB5F0C6EBB36FF65C8E","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO5\F_RBO5.BIN"
"SHA1","4569EFD506BC9E8369B6B0D6DC7D833160E15DF9","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO5\RBO5.BIN"
"SHA1","318166F54AD33D01C1180DBD067A92F1AACB045B","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO5\SD_ZRBO5.VB"
"SHA1","44B2DC9E7483E61DC1FDD0715B9E16E4F1B483A3","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO5\SD_ZRBO5.VH"
"SHA1","EFFAC20628EF5B341066F6EABA157B1F0F571AB5","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO6\F_RBO6.BIN"
"SHA1","48130E3797C12F98679BE79F0D49AB9E60A2F5EE","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO6\RBO6.BIN"
"SHA1","C027512F06475AE22441A704C5CA76A89D559F11","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO6\SD_ZRBO6.VB"
"SHA1","0DFCD738E98D522E5653AEE65FCEF357C878BA65","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO6\SD_ZRBO6.VH"
"SHA1","23777D5430328A93EAB2BBB2E78F8943E50E5AA7","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO7\F_RBO7.BIN"
"SHA1","B106A7A8C56CA125F41B0C37F6A2AC5D6E047D75","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO7\RBO7.BIN"
"SHA1","0DBF9EA51616C8C57AF1140C634569A1A475EEE2","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO7\SD_ZRBO7.VB"
"SHA1","068AC59430BEFD2B7F22A76644C2148C9200C9CC","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO7\SD_ZRBO7.VH"
"SHA1","FC92CD1FF43DF1292FEE52B3C0EA33C6F87CAB58","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO8\F_RBO8.BIN"
"SHA1","18BBDFF97ACDCA5177C2FF46B350926AB5C25A18","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO8\RBO8.BIN"
"SHA1","7B1DC6411A8BEE66966BF30AC984B9F2536B5907","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO8\SD_ZRBO8.VB"
"SHA1","271C6E81CEDE3286162B39D34A551AA1EC3E7480","SLPM-86023-E3-Jun-18-1997-prototype\BOSS\RBO8\SD_ZRBO8.VH"
"SHA1","2AC35EBA5269E4CB5EB48FEFEA1BA34BEF6E61B4","SLPM-86023-E3-Jun-18-1997-prototype\SD\CD1.DA"
"SHA1","43776EE1B830DD601E3FA06D7311152DB15C7E1D","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\FT_000.BIN"
"SHA1","43776EE1B830DD601E3FA06D7311152DB15C7E1D","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\FT_001.BIN"
"SHA1","53EB4CE6254A9E24A9067EB0A5311BC747BA0BC0","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\FT_002.BIN"
"SHA1","4DBFA3E913B17B8E76B5DC95357138FBA1503AD2","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\FT_003.BIN"
"SHA1","081F59DBC1B475EC506F5B37743BE01CD545A369","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\FT_004.BIN"
"SHA1","53EB4CE6254A9E24A9067EB0A5311BC747BA0BC0","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\FT_005.BIN"
"SHA1","17C1BCCF4B41D630E185AF58977E030F43D6EACE","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\FT_006.BIN"
"SHA1","60D2BFFFD75194CB0F6927EADFD1C9815EFDA365","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_BAT.VB"
"SHA1","870674E6508BCEF8BBD2355AA4194B39E56E0605","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_BAT.VH"
"SHA1","1D3B97231F88B572513D4361074AE92157B57FF9","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_DEVI2.VB"
"SHA1","5182322911A6815D849E599E3CC2D6CCB05235AE","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_DEVI2.VH"
"SHA1","B9CACBEF65A882D7D54121BB8CF3811C1C42A603","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_DEVIL.VB"
"SHA1","F39450F6B356AF0066CFFB5693B9341866FAD0E5","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_DEVIL.VH"
"SHA1","60D2BFFFD75194CB0F6927EADFD1C9815EFDA365","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_FAIR2.VB"
"SHA1","870674E6508BCEF8BBD2355AA4194B39E56E0605","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_FAIR2.VH"
"SHA1","04C662CA16F72F4E1C0F8347F7BE7AD8C544D2B0","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_FAIRY.VB"
"SHA1","D3523B97F85D81B574E4240CCFE45E3E3771D110","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_FAIRY.VH"
"SHA1","60D2BFFFD75194CB0F6927EADFD1C9815EFDA365","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_GHOST.VB"
"SHA1","870674E6508BCEF8BBD2355AA4194B39E56E0605","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_GHOST.VH"
"SHA1","287860B2A8DF400FFFD84764BC94B07DB8B01BA3","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_SWORD.VB"
"SHA1","8E557BF3A5279101EF4F3205455E0B033AC2DE04","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\SD_SWORD.VH"
"SHA1","129B9535B77D178F571AF30C6AEC8446B9AA97DC","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\TT_000.BIN"
"SHA1","8D9F0B1DC838DD6F7C6DA1FAF22BCD13619A887C","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\TT_001.BIN"
"SHA1","8AA5691726AD1C224869B0878EFFD1798F55F9D3","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\TT_002.BIN"
"SHA1","93C185B11A160E87C90BC9B28BA4C19D5C0BF1C5","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\TT_003.BIN"
"SHA1","93185A29530C0725A3F7F265E66D82BFA10F9722","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\TT_004.BIN"
"SHA1","056117C16DD88D70323F34C78279D8F0AC9B7210","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\TT_005.BIN"
"SHA1","0144D67542AD214D05CF321E6963D9A993937D67","SLPM-86023-E3-Jun-18-1997-prototype\SERVANT\TT_006.BIN"
"SHA1","D2794FD94AAA284763EA19E33B039CB62C118DB8","SLPM-86023-E3-Jun-18-1997-prototype\ST\ARE\ARE.BIN"
"SHA1","B5D9C68AD2765D390BC4FC26D488FB816886A579","SLPM-86023-E3-Jun-18-1997-prototype\ST\ARE\F_ARE.BIN"
"SHA1","10DD15AAA6F4FE7197AEB2843FE255BAC4274456","SLPM-86023-E3-Jun-18-1997-prototype\ST\ARE\SD_ZKARE.VB"
"SHA1","CB89970742CB382B39AE59474B3FB4E88A0E9A6A","SLPM-86023-E3-Jun-18-1997-prototype\ST\ARE\SD_ZKARE.VH"
"SHA1","33151C494ACA6A33296A9B9450725ED8B8DF7454","SLPM-86023-E3-Jun-18-1997-prototype\ST\CAT\CAT.BIN"
"SHA1","16CE51C87834404E617FB5D9DD55F062AA72C957","SLPM-86023-E3-Jun-18-1997-prototype\ST\CAT\F_CAT.BIN"
